Datos de la simulacion:
-----------------------
    Archivo de carga: carga98.sch
    Simulacion: Multiproceso con prioridad
    Politica: Shortest Remainder Time
    Gestor de memoria: Paginaci¢n
    TIO: 14
    Memoria: 9999

Eficiencia:
----------
    Tiempo de simulacion: 10925
    CPU util: 5317
    Cambios de contexto: 4034
    Eficiencia CPU: 35%

Tiempo de espera en colas:
--------------------------
    N§ pro   Tmp. esp
    ------   --------
      0         152      
      1         95       
      2         25       
      4         9        
      3         9697     
      5         68       
      7         1        
      6         274      
      8         314      
      9         122      
      10        7944     
      11        318      
      12        504      
      13        8336     
      14        359      
      15        1        
      16        264      
      17        7926     
      18        6        
      19        100      
      20        360      
      21        5176     
      22        158      
      23        454      
      24        0        
      25        3430     
      26        8683     
      27        3684     
      28        628      
      29        413      
      31        12       
      30        129      
      32        225      
      33        4977     
      34        4521     
      35        6044     
      36        3055     
      37        124      
      38        251      
      39        1        
      40        3659     
      41        160      
      42        5717     
      43        20       
      44        468      
      45        103      
      46        7861     
      47        0        
      48        403      
      49        189      
      50        6125     
      51        1134     
      52        1        
      53        5513     
      54        3714     
      55        152      
      56        3988     
      57        2228     
      58        4799     
      59        221      
      60        86       
      61        1978     
      62        4465     
      63        0        
      64        269      
      65        2330     
      66        6131     
      67        625      
      68        219      
      69        10       
      70        4258     
      71        477      
      72        745      
      73        4307     
      74        145      
      75        275      
      76        4321     
      77        1        
      78        1292     
      79        4780     
      80        2314     
      81        1        
      82        2846     
      83        237      
      84        57       
      85        126      
      86        4599     
      87        1326     
      88        161      
      89        914      
      92        96       
      90        734      
      91        2698     
      93        1720     
      94        3011     
      95        249      
      96        2154     
      97        1957     
      98        0        
      99        50       

Productividad:
--------------
    N§ de procesos simulados: 100
    Tiempo simulacion: 10925
    Productividad: 0,009

Tasa de CPU:
-----------
    N§ proc    TasaCPU
    -------    -------
      0         25%
      1         33%
      2         32%
      4         43%
      3         0%
      5         41%
      7         83%
      6         19%
      8         17%
      9         29%
      10        1%
      11        7%
      12        10%
      13        1%
      14        8%
      15        75%
      16        25%
      17        1%
      18        73%
      19        25%
      20        16%
      21        1%
      22        29%
      23        14%
      24        100%
      25        1%
      26        1%
      27        1%
      28        8%
      29        9%
      31        40%
      30        18%
      32        18%
      33        1%
      34        1%
      35        0%
      36        1%
      37        30%
      38        18%
      39        85%
      40        1%
      41        18%
      42        0%
      43        42%
      44        8%
      45        12%
      46        1%
      47        100%
      48        12%
      49        16%
      50        1%
      51        4%
      52        85%
      53        1%
      54        2%
      55        22%
      56        2%
      57        3%
      58        0%
      59        13%
      60        29%
      61        3%
      62        2%
      63        100%
      64        17%
      65        3%
      66        1%
      67        5%
      68        12%
      69        52%
      70        1%
      71        8%
      72        7%
      73        1%
      74        16%
      75        10%
      76        1%
      77        92%
      78        4%
      79        1%
      80        3%
      81        66%
      82        3%
      83        24%
      84        28%
      85        16%
      86        2%
      87        6%
      88        13%
      89        7%
      92        38%
      90        10%
      91        0%
      93        4%
      94        2%
      95        9%
      96        4%
      97        4%
      98        100%
      99        29%
