Datos de la simulacion:
-----------------------
    Archivo de carga: carga98.sch
    Simulacion: Multiproceso con prioridad
    Politica: Shortest Job First
    Gestor de memoria: Paginaci¢n
    TIO: 11
    Memoria: 9999

Eficiencia:
----------
    Tiempo de simulacion: 8561
    CPU util: 5317
    Cambios de contexto: 3196
    Eficiencia CPU: 45%

Tiempo de espera en colas:
--------------------------
    N§ pro   Tmp. esp
    ------   --------
      81        4        
      47        1        
      63        1        
      7         2        
      39        2        
      98        1        
      24        14       
      15        16       
      52        0        
      4         14       
      31        27       
      69        8        
      2         10       
      77        6        
      43        89       
      45        62       
      99        89       
      84        102      
      85        96       
      88        61       
      95        150      
      11        89       
      74        83       
      30        50       
      68        103      
      14        151      
      75        206      
      19        59       
      59        173      
      60        49       
      41        207      
      49        133      
      67        203      
      44        524      
      55        100      
      29        141      
      71        210      
      1         65       
      5         51       
      0         142      
      9         6        
      51        550      
      32        115      
      37        272      
      48        1046     
      38        347      
      12        334      
      64        294      
      28        278      
      72        271      
      92        262      
      36        1891     
      22        26       
      25        327      
      78        173      
      6         151      
      8         303      
      27        466      
      20        155      
      61        760      
      57        1448     
      89        134      
      40        2385     
      65        1196     
      83        514      
      93        571      
      23        258      
      21        955      
      34        295      
      90        667      
      97        520      
      54        2322     
      80        686      
      82        765      
      33        431      
      56        2508     
      16        483      
      87        1279     
      96        697      
      62        2869     
      18        10       
      91        1211     
      58        3341     
      35        4455     
      42        4220     
      73        2600     
      50        4162     
      70        2750     
      94        1549     
      53        4050     
      76        2694     
      10        392      
      66        3846     
      79        3147     
      3         7435     
      17        6952     
      26        6544     
      46        5593     
      13        7682     
      86        3443     

Productividad:
--------------
    N§ de procesos simulados: 100
    Tiempo simulacion: 8561
    Productividad: 0,011

Tasa de CPU:
-----------
    N§ proc    TasaCPU
    -------    -------
      81        33%
      47        75%
      63        80%
      7         71%
      39        75%
      98        85%
      24        36%
      15        15%
      52        100%
      4         33%
      31        22%
      69        57%
      2         54%
      77        66%
      43        14%
      45        19%
      99        19%
      84        18%
      85        20%
      88        29%
      95        14%
      11        23%
      74        25%
      30        36%
      68        23%
      14        17%
      75        13%
      19        37%
      59        16%
      60        42%
      41        15%
      49        21%
      67        15%
      44        7%
      55        30%
      29        23%
      71        17%
      1         42%
      5         48%
      0         26%
      9         89%
      51        8%
      32        31%
      37        16%
      48        4%
      38        13%
      12        14%
      64        16%
      28        17%
      72        18%
      92        18%
      36        3%
      22        71%
      25        16%
      78        27%
      6         30%
      8         18%
      27        12%
      20        30%
      61        8%
      57        4%
      89        35%
      40        3%
      65        5%
      83        12%
      93        11%
      23        22%
      21        7%
      34        21%
      90        11%
      97        14%
      54        3%
      80        11%
      82        10%
      33        17%
      56        3%
      16        16%
      87        6%
      96        12%
      62        3%
      18        62%
      91        1%
      58        1%
      35        1%
      42        1%
      73        2%
      50        1%
      70        2%
      94        4%
      53        1%
      76        2%
      10        17%
      66        2%
      79        2%
      3         1%
      17        1%
      26        1%
      46        1%
      13        1%
      86        2%
